"","siteid","age_bin","lat","long","ol","eg","sg","alb_mean"
"41",24,"4000",53.33333,-60.58333,0.00741014450165406,0.790705026470924,0.201884829027422,0.506803427424277
"42",24,"8000",53.33333,-60.58333,0.0433822084666197,0.325542342796077,0.631075448737304,0.554018145518273
"43",24,"10000",53.33333,-60.58333,NA,NA,NA,NA
"44",24,"12000",53.33333,-60.58333,NA,NA,NA,NA
"45",24,"14000",53.33333,-60.58333,NA,NA,NA,NA
"46",24,"16000",53.33333,-60.58333,NA,NA,NA,NA
"47",24,"18000",53.33333,-60.58333,NA,NA,NA,NA
"48",24,"20000",53.33333,-60.58333,NA,NA,NA,NA
"49",25,"0",52.51667,-57.03333,0.0227920227920228,0.84045584045584,0.136752136752137,0.435874798302689
"50",25,"50",52.51667,-57.03333,NA,NA,NA,NA
"51",25,"500",52.51667,-57.03333,NA,NA,NA,NA
"52",25,"2000",52.51667,-57.03333,0.0123456790123457,0.888888888888889,0.0987654320987654,0.439247637400154
"53",25,"4000",52.51667,-57.03333,0.003125,0.759375,0.2375,0.418925266572286
"54",25,"8000",52.51667,-57.03333,0.0382235556666759,0.672474352286559,0.289302092046765,0.430984635808846
"55",25,"10000",52.51667,-57.03333,0.148951058024527,0.207635830478817,0.643413111496656,0.467317379927779
"56",25,"12000",52.51667,-57.03333,0.106443994601889,0.0743458539511171,0.819210151446994,0.474000033666675
"57",25,"14000",52.51667,-57.03333,0.104602510460251,0.0669456066945607,0.828451882845188,0.47239528462132
"58",25,"16000",52.51667,-57.03333,0.227272727272727,0.0909090909090909,0.681818181818182,0.498178558385326
"59",25,"18000",52.51667,-57.03333,NA,NA,NA,NA
"60",25,"20000",52.51667,-57.03333,0.157894736842105,0.135338345864662,0.706766917293233,0.487211083642877
"61",27,"0",54.58333,-57.36667,NA,NA,NA,NA
"62",27,"50",54.58333,-57.36667,NA,NA,NA,NA
"63",27,"500",54.58333,-57.36667,NA,NA,NA,NA
"64",27,"2000",54.58333,-57.36667,0.0175919377652051,0.424725954738331,0.557682107496464,0.573429041456487
"65",27,"4000",54.58333,-57.36667,0.00908717719062547,0.437073941384286,0.553838881425088,0.576316039137482
"66",27,"8000",54.58333,-57.36667,0.0653846153846154,0.148717948717949,0.785897435897436,0.554266895456856
"67",27,"10000",54.58333,-57.36667,0.215807553117968,0.179682682345305,0.604509764536728,0.573475967546026
"68",27,"12000",54.58333,-57.36667,NA,NA,NA,NA
"69",27,"14000",54.58333,-57.36667,NA,NA,NA,NA
"70",27,"16000",54.58333,-57.36667,NA,NA,NA,NA
"71",27,"18000",54.58333,-57.36667,NA,NA,NA,NA
"72",27,"20000",54.58333,-57.36667,NA,NA,NA,NA
"73",29,"0",44.80156,-94.55982,0.489442363890056,0.0817793234352272,0.428778312674717,0.318165732300992
"74",29,"50",44.80156,-94.55982,0.35474921031293,0.160257126760856,0.484993662926214,0.317010335040602
"75",29,"500",44.80156,-94.55982,NA,NA,NA,NA
"76",29,"2000",44.80156,-94.55982,NA,NA,NA,NA
"77",29,"4000",44.80156,-94.55982,NA,NA,NA,NA
"78",29,"8000",44.80156,-94.55982,NA,NA,NA,NA
"79",29,"10000",44.80156,-94.55982,NA,NA,NA,NA
"80",29,"12000",44.80156,-94.55982,NA,NA,NA,NA
"81",29,"14000",44.80156,-94.55982,NA,NA,NA,NA
"82",29,"16000",44.80156,-94.55982,NA,NA,NA,NA
"83",29,"18000",44.80156,-94.55982,NA,NA,NA,NA
"84",29,"20000",44.80156,-94.55982,NA,NA,NA,NA
"85",30,"0",46.20611,-95.29361,NA,NA,NA,NA
"86",30,"50",46.20611,-95.29361,NA,NA,NA,NA
"87",30,"500",46.20611,-95.29361,NA,NA,NA,NA
"88",30,"2000",46.20611,-95.29361,0.490066225165563,0.0927152317880795,0.417218543046358,0.373615654978445
"89",30,"4000",46.20611,-95.29361,0.68275852602021,0.0718535231720369,0.245387950807753,0.38100055151688
"90",30,"8000",46.20611,-95.29361,0.661055489114838,0.155137560074535,0.183806950810627,0.374534251204295
"91",30,"10000",46.20611,-95.29361,0.170303384688706,0.595539598016662,0.234157017294632,0.361836412744199
"92",30,"12000",46.20611,-95.29361,0.29094788248904,0.578787851419674,0.130264266091286,0.366318726846502
"93",30,"14000",46.20611,-95.29361,NA,NA,NA,NA
"94",30,"16000",46.20611,-95.29361,NA,NA,NA,NA
"95",30,"18000",46.20611,-95.29361,NA,NA,NA,NA
"96",30,"20000",46.20611,-95.29361,NA,NA,NA,NA
"97",196,"0",46.185826,-89.703082,0.159624022363003,0.363316887130987,0.47705909050601,0.251974242850001
"98",196,"50",46.185826,-89.703082,0.0481350814180131,0.482162543423741,0.469702375158246,0.253499424910383
"99",196,"500",46.185826,-89.703082,0.04714016049217,0.492326937153588,0.460532902354242,0.251967309640925
"100",196,"2000",46.185826,-89.703082,0.0327796934037136,0.689863427117615,0.277356879478671,0.233621697087908
"101",196,"4000",46.185826,-89.703082,0.0479169728741258,0.687217869752249,0.264865157373625,0.235350209901356
"102",196,"8000",46.185826,-89.703082,0.0486915643330774,0.74304485127101,0.208263584395912,0.234217520207284
"103",196,"10000",46.185826,-89.703082,0.0551932832568825,0.628069462366851,0.316737254376267,0.243826687463748
"104",196,"12000",46.185826,-89.703082,0.0753644733955951,0.642607242125128,0.282028284479277,0.245614162220395
"105",196,"14000",46.185826,-89.703082,NA,NA,NA,NA
"106",196,"16000",46.185826,-89.703082,NA,NA,NA,NA
"107",196,"18000",46.185826,-89.703082,NA,NA,NA,NA
"108",196,"20000",46.185826,-89.703082,NA,NA,NA,NA
"109",197,"0",46.25,-89.9,NA,NA,NA,NA
"110",197,"50",46.25,-89.9,0.0555555555555556,0.5,0.444444444444444,0.249959698786206
"111",197,"500",46.25,-89.9,0.0261327563043194,0.407346419527042,0.566520824168638,0.271636240759187
"112",197,"2000",46.25,-89.9,0.0492848937750146,0.393841244037379,0.556873862187606,0.265790283880659
"113",197,"4000",46.25,-89.9,0.0477020322787898,0.447911684999203,0.504386282722007,0.262015990987083
"114",197,"8000",46.25,-89.9,0.0512725302625378,0.395560171754434,0.553167297983028,0.265296448831889
"115",197,"10000",46.25,-89.9,0.0796899931903651,0.380756165902094,0.539553840907541,0.261325577391322
"116",197,"12000",46.25,-89.9,0.0537847534124303,0.518745128639861,0.427470117947709,0.24827867319695
"117",197,"14000",46.25,-89.9,NA,NA,NA,NA
"118",197,"16000",46.25,-89.9,NA,NA,NA,NA
"119",197,"18000",46.25,-89.9,NA,NA,NA,NA
"120",197,"20000",46.25,-89.9,NA,NA,NA,NA
"121",202,"0",46.41667,-92.71667,NA,NA,NA,NA
"122",202,"50",46.41667,-92.71667,NA,NA,NA,NA
"123",202,"500",46.41667,-92.71667,NA,NA,NA,NA
"124",202,"2000",46.41667,-92.71667,NA,NA,NA,NA
"125",202,"4000",46.41667,-92.71667,NA,NA,NA,NA
"126",202,"8000",46.41667,-92.71667,NA,NA,NA,NA
"127",202,"10000",46.41667,-92.71667,NA,NA,NA,NA
"128",202,"12000",46.41667,-92.71667,0.147477737591521,0.455508975505045,0.397013286903433,0.281132016711487
"129",202,"14000",46.41667,-92.71667,0.285969655316539,0.560055669620963,0.153974675062499,0.314707807135728
"130",202,"16000",46.41667,-92.71667,NA,NA,NA,NA
"131",202,"18000",46.41667,-92.71667,NA,NA,NA,NA
"132",202,"20000",46.41667,-92.71667,NA,NA,NA,NA
"133",203,"0",36.02963,-85.501848,0.312271309916552,0.024179008985008,0.66354968109844,0.134566423028485
"134",203,"50",36.02963,-85.501848,0.189670522922318,0.0280660885355234,0.782263388542158,0.143109818297195
"135",203,"500",36.02963,-85.501848,0.116460162309457,0.011918308736735,0.871621528953808,0.127126103416647
"136",203,"2000",36.02963,-85.501848,0.0964335951993494,0.0120382462798357,0.891528158520815,0.12316949360874
"137",203,"4000",36.02963,-85.501848,0.0860662499160016,0.00781183543434581,0.906121914649653,0.121007259778972
"138",203,"8000",36.02963,-85.501848,0.0968415229090177,0.0138812050495398,0.889277272041442,0.123368838889404
"139",203,"10000",36.02963,-85.501848,0.118752717058248,0.0517571769108205,0.829490106030931,0.130554816293412
"140",203,"12000",36.02963,-85.501848,0.127906976744186,0.0901162790697674,0.781976744186046,0.134282851541165
"141",203,"14000",36.02963,-85.501848,0.131378442094586,0.171963829036917,0.696657728868498,0.127832057000708
"142",203,"16000",36.02963,-85.501848,0.0965052734986789,0.476797756874183,0.426696969627139,0.11369378109734
"143",203,"18000",36.02963,-85.501848,0.135820383680547,0.673982623764461,0.190196992554992,0.122858247935044
"144",203,"20000",36.02963,-85.501848,0.236924646245665,0.637994927545133,0.125080426209202,0.13029034841795
"145",204,"0",45.725,-93.25,NA,NA,NA,NA
"146",204,"50",45.725,-93.25,NA,NA,NA,NA
"147",204,"500",45.725,-93.25,NA,NA,NA,NA
"148",204,"2000",45.725,-93.25,NA,NA,NA,NA
"149",204,"4000",45.725,-93.25,NA,NA,NA,NA
"150",204,"8000",45.725,-93.25,NA,NA,NA,NA
"151",204,"10000",45.725,-93.25,0.257735998342219,0.321786636022832,0.420477365634949,0.295214556493804
"152",204,"12000",45.725,-93.25,0.219035852617005,0.446378828951555,0.334585318431441,0.306581265840069
"153",204,"14000",45.725,-93.25,0.256567528494958,0.584120288246697,0.159312183258345,0.315513294194998
"154",204,"16000",45.725,-93.25,NA,NA,NA,NA
"155",204,"18000",45.725,-93.25,NA,NA,NA,NA
"156",204,"20000",45.725,-93.25,NA,NA,NA,NA
"157",205,"0",46.701316,-85.03964,0.107966536465074,0.422108680331996,0.46992478320293,0.291774963859135
"158",205,"50",46.701316,-85.03964,0.0622975334868587,0.506353630310319,0.431348836202822,0.28840014716257
"159",205,"500",46.701316,-85.03964,0.0420560747663551,0.47196261682243,0.485981308411215,0.302205839417183
"160",205,"2000",46.701316,-85.03964,NA,NA,NA,NA
"161",205,"4000",46.701316,-85.03964,NA,NA,NA,NA
"162",205,"8000",46.701316,-85.03964,NA,NA,NA,NA
"163",205,"10000",46.701316,-85.03964,NA,NA,NA,NA
"164",205,"12000",46.701316,-85.03964,NA,NA,NA,NA
"165",205,"14000",46.701316,-85.03964,NA,NA,NA,NA
"166",205,"16000",46.701316,-85.03964,NA,NA,NA,NA
"167",205,"18000",46.701316,-85.03964,NA,NA,NA,NA
"168",205,"20000",46.701316,-85.03964,NA,NA,NA,NA
"169",206,"0",64.65,-128.08333,0.135549872122762,0.217391304347826,0.647058823529412,0.525233436355303
"170",206,"50",64.65,-128.08333,0.172038948295743,0.209776824403206,0.618184227301051,0.528263479422816
"171",206,"500",64.65,-128.08333,0.175541123130447,0.16806083155353,0.656398045316023,0.536468495793672
"172",206,"2000",64.65,-128.08333,0.107503192367326,0.185532618229401,0.706964189403273,0.525919365875257
"173",206,"4000",64.65,-128.08333,0.0894096151194779,0.151137762711516,0.759452622169006,0.525522824825427
"174",206,"8000",64.65,-128.08333,0.142642640382555,0.16186732382653,0.695490035790916,0.536021447791853
"175",206,"10000",64.65,-128.08333,0.116191501499032,0.0271426512524059,0.856665847248562,0.53287662523365
"176",206,"12000",64.65,-128.08333,0.371899224806202,0.00290697674418605,0.625193798449612,0.546629478895313
"177",206,"14000",64.65,-128.08333,NA,NA,NA,NA
"178",206,"16000",64.65,-128.08333,NA,NA,NA,NA
"179",206,"18000",64.65,-128.08333,NA,NA,NA,NA
"180",206,"20000",64.65,-128.08333,NA,NA,NA,NA
"181",208,"0",47.48167,-70.68472,0.0702702702702703,0.203603603603604,0.726126126126126,0.339143734375256
"182",208,"50",47.48167,-70.68472,0.0242990654205607,0.226168224299065,0.749532710280374,0.334741961415014
"183",208,"500",47.48167,-70.68472,0.0218052874302874,0.211594406906907,0.766600305662806,0.332791192453152
"184",208,"2000",47.48167,-70.68472,0.0171217008861949,0.247631040062208,0.735247259051597,0.337237740698503
"185",208,"4000",47.48167,-70.68472,0.00759988389634069,0.24085479275088,0.751545323352779,0.33545939194757
"186",208,"8000",47.48167,-70.68472,0.0152124863119114,0.233320686226342,0.751466827461747,0.334864813743116
"187",208,"10000",47.48167,-70.68472,0.0906749375632605,0.227464174155023,0.681860888281717,0.341640746628488
"188",208,"12000",47.48167,-70.68472,0.637593946553855,0.117197534309794,0.24520851913635,0.379372874758125
"189",208,"14000",47.48167,-70.68472,NA,NA,NA,NA
"190",208,"16000",47.48167,-70.68472,NA,NA,NA,NA
"191",208,"18000",47.48167,-70.68472,NA,NA,NA,NA
"192",208,"20000",47.48167,-70.68472,NA,NA,NA,NA
"193",209,"0",43.5,-105.45,0.763975155279503,0.22360248447205,0.0124223602484472,0.20200444415585
"194",209,"50",43.5,-105.45,0.888235294117647,0.1,0.0117647058823529,0.194735691547224
"195",209,"500",43.5,-105.45,0.748723498723499,0.227314727314727,0.023961773961774,0.204727736763797
"196",209,"2000",43.5,-105.45,0.767607887541077,0.219023949177153,0.0133681632817699,0.201721426954372
"197",209,"4000",43.5,-105.45,0.759272697951943,0.215408805031447,0.0253184970166102,0.203821546873407
"198",209,"8000",43.5,-105.45,0.735714487120641,0.236208043027963,0.028077469851395,0.206049553544899
"199",209,"10000",43.5,-105.45,0.702328042328042,0.285255731922399,0.0124162257495591,0.202952495027216
"200",209,"12000",43.5,-105.45,0.617204776647501,0.370190181335692,0.0126050420168067,0.199838985851726
"201",209,"14000",43.5,-105.45,0.624964539007092,0.366489361702128,0.00854609929078014,0.198580276182698
"202",209,"16000",43.5,-105.45,0.602739726027397,0.397260273972603,0,0.194441437472786
"203",209,"18000",43.5,-105.45,NA,NA,NA,NA
"204",209,"20000",43.5,-105.45,NA,NA,NA,NA
"205",213,"0",39.495,-95.52667,NA,NA,NA,NA
"206",213,"50",39.495,-95.52667,NA,NA,NA,NA
"207",213,"500",39.495,-95.52667,NA,NA,NA,NA
"208",213,"2000",39.495,-95.52667,NA,NA,NA,NA
"209",213,"4000",39.495,-95.52667,NA,NA,NA,NA
"210",213,"8000",39.495,-95.52667,NA,NA,NA,NA
"211",213,"10000",39.495,-95.52667,NA,NA,NA,NA
"212",213,"12000",39.495,-95.52667,NA,NA,NA,NA
"213",213,"14000",39.495,-95.52667,NA,NA,NA,NA
"214",213,"16000",39.495,-95.52667,0.366359447004608,0.578341013824885,0.0552995391705069,0.113515327180658
"215",213,"18000",39.495,-95.52667,0.409285004129686,0.54856607940546,0.0421489164648537,0.11236747964606
"216",213,"20000",39.495,-95.52667,0.30990402044185,0.65311710324441,0.0369788763137402,0.109036518212034
"217",217,"0",45.54306,-73.31111,0.0420168067226891,0.282913165266106,0.675070028011205,0.331120482045492
"218",217,"50",45.54306,-73.31111,0.0261627906976744,0.340116279069767,0.633720930232558,0.339304389000333
"219",217,"500",45.54306,-73.31111,0.0275892893958326,0.3292808415228,0.643129869081368,0.338157153335279
"220",217,"2000",45.54306,-73.31111,0.0207404902502865,0.282001898601275,0.697257611148439,0.3310424256458
"221",217,"4000",45.54306,-73.31111,0.0109452043785315,0.285104911793746,0.703949883827723,0.331617977384111
"222",217,"8000",45.54306,-73.31111,0.00847263745036832,0.483961477828205,0.507565884721426,0.340267105252188
"223",217,"10000",45.54306,-73.31111,0.0276109568604699,0.545585967276928,0.426803075862602,0.318156846369153
"224",217,"12000",45.54306,-73.31111,0.129319124426353,0.464697506531343,0.405983369042305,0.309840327929845
"225",217,"14000",45.54306,-73.31111,NA,NA,NA,NA
"226",217,"16000",45.54306,-73.31111,NA,NA,NA,NA
"227",217,"18000",45.54306,-73.31111,NA,NA,NA,NA
"228",217,"20000",45.54306,-73.31111,NA,NA,NA,NA
"229",219,"0",45.38,-79.51,0.0843881856540084,0.388185654008439,0.527426160337553,0.336029024565041
"230",219,"50",45.38,-79.51,0.0590871625798475,0.426509375643932,0.514403461776221,0.337118855496056
"231",219,"500",45.38,-79.51,0.0135332921025251,0.506175477600667,0.480291230296808,0.341521249984846
"232",219,"2000",45.38,-79.51,0.0085345575378553,0.606168003909735,0.38529743855241,0.323109267448445
"233",219,"4000",45.38,-79.51,0.0137355694364179,0.569609667667962,0.41665476289562,0.327473714169794
"234",219,"8000",45.38,-79.51,0.0132787024608272,0.810394650504279,0.176326647034894,0.306601492643897
"235",219,"10000",45.38,-79.51,0.11628126841963,0.603524798608826,0.280193932971544,0.338368435067424
"236",219,"12000",45.38,-79.51,NA,NA,NA,NA
"237",219,"14000",45.38,-79.51,NA,NA,NA,NA
"238",219,"16000",45.38,-79.51,NA,NA,NA,NA
"239",219,"18000",45.38,-79.51,NA,NA,NA,NA
"240",219,"20000",45.38,-79.51,NA,NA,NA,NA
"241",221,"0",47.119368,-95.402114,0.158573068494104,0.47328851706265,0.368138414443246,0.345278675586266
"242",221,"50",47.119368,-95.402114,0.107419390609394,0.505226569773879,0.387354039616726,0.33752552388208
"243",221,"500",47.119368,-95.402114,NA,NA,NA,NA
"244",221,"2000",47.119368,-95.402114,NA,NA,NA,NA
"245",221,"4000",47.119368,-95.402114,NA,NA,NA,NA
"246",221,"8000",47.119368,-95.402114,NA,NA,NA,NA
"247",221,"10000",47.119368,-95.402114,NA,NA,NA,NA
"248",221,"12000",47.119368,-95.402114,NA,NA,NA,NA
"249",221,"14000",47.119368,-95.402114,NA,NA,NA,NA
"250",221,"16000",47.119368,-95.402114,NA,NA,NA,NA
"251",221,"18000",47.119368,-95.402114,NA,NA,NA,NA
"252",221,"20000",47.119368,-95.402114,NA,NA,NA,NA
"253",222,"0",78.49167,-76.78,0.514563106796116,0.233009708737864,0.252427184466019,0.848809883038821
"254",222,"50",78.49167,-76.78,NA,NA,NA,NA
"255",222,"500",78.49167,-76.78,0.52832165552236,0.201906091430739,0.269772253046901,0.854832817132208
"256",222,"2000",78.49167,-76.78,0.543857141833576,0.185468533060746,0.270674325105678,0.86040503418546
"257",222,"4000",78.49167,-76.78,0.532493875989811,0.193671313590013,0.273834810420176,0.856970742735191
"258",222,"8000",78.49167,-76.78,0.454283059139029,0.185274636122483,0.360442304738488,0.854132413123704
"259",222,"10000",78.49167,-76.78,0.584918149763246,0.0108037850857023,0.404278065151052,0.865449186825396
"260",222,"12000",78.49167,-76.78,0.510999782625036,0.147094793768043,0.341905423606921,0.864050471477984
"261",222,"14000",78.49167,-76.78,NA,NA,NA,NA
"262",222,"16000",78.49167,-76.78,NA,NA,NA,NA
"263",222,"18000",78.49167,-76.78,NA,NA,NA,NA
"264",222,"20000",78.49167,-76.78,NA,NA,NA,NA
"265",226,"0",37.159596,-119.252676,0.222222222222222,0.717421124828532,0.0603566529492455,0.220037497924068
"266",226,"50",37.159596,-119.252676,0.164983164983165,0.767676767676768,0.0673400673400673,0.215860383241661
"267",226,"500",37.159596,-119.252676,0.173802336560936,0.783279049431052,0.0429186140080123,0.220096176842691
"268",226,"2000",37.159596,-119.252676,0.161041154631358,0.812597362567935,0.0263614828007063,0.224073826177287
"269",226,"4000",37.159596,-119.252676,0.155511138894184,0.813974095840707,0.0305147652651094,0.223344837467271
"270",226,"8000",37.159596,-119.252676,0.190406168150364,0.783596767839081,0.0259970640105548,0.22272843543787
"271",226,"10000",37.159596,-119.252676,0.472991938245639,0.458343599775563,0.0686644619787983,0.219740263404879
"272",226,"12000",37.159596,-119.252676,0.442709423383966,0.539716265614268,0.0175743110017665,0.215088432949647
"273",226,"14000",37.159596,-119.252676,NA,NA,NA,NA
"274",226,"16000",37.159596,-119.252676,NA,NA,NA,NA
"275",226,"18000",37.159596,-119.252676,NA,NA,NA,NA
"276",226,"20000",37.159596,-119.252676,NA,NA,NA,NA
"277",229,"0",30.62222,-83.25389,0.094546509827996,0.239749028089169,0.665704462082835,0.133907187683366
"278",229,"50",30.62222,-83.25389,0.0723888053060609,0.26300566382765,0.664605530866289,0.133865862341181
"279",229,"500",30.62222,-83.25389,0.0843085118726816,0.312043035993481,0.603648452133838,0.134165610475285
"280",229,"2000",30.62222,-83.25389,0.0365313392053799,0.396689319357596,0.566779341437024,0.138073583400256
"281",229,"4000",30.62222,-83.25389,0.0468837151409251,0.610393209026956,0.342723075832119,0.12471607603257
"282",229,"8000",30.62222,-83.25389,0.0775708443102076,0.457432804967681,0.464996350722112,0.126966744687022
"283",229,"10000",30.62222,-83.25389,NA,NA,NA,NA
"284",229,"12000",30.62222,-83.25389,NA,NA,NA,NA
"285",229,"14000",30.62222,-83.25389,NA,NA,NA,NA
"286",229,"16000",30.62222,-83.25389,NA,NA,NA,NA
"287",229,"18000",30.62222,-83.25389,NA,NA,NA,NA
"288",229,"20000",30.62222,-83.25389,NA,NA,NA,NA
"289",231,"0",37.59583,-119.00833,0.0610328638497653,0.922535211267606,0.0164319248826291,0.243352372215678
"290",231,"50",37.59583,-119.00833,0.0603977204115197,0.92290162123175,0.0167006583567301,0.24303518504083
"291",231,"500",37.59583,-119.00833,0.0580042642169855,0.929012986089462,0.0129827496935528,0.242008132121528
"292",231,"2000",37.59583,-119.00833,0.0609592578078816,0.925271924929495,0.0137688172626237,0.243450792214843
"293",231,"4000",37.59583,-119.00833,0.0875330055020221,0.889262350254349,0.023204644243629,0.251275812832514
"294",231,"8000",37.59583,-119.00833,0.130510071371767,0.839260784874698,0.0302291437535353,0.250877840404119
"295",231,"10000",37.59583,-119.00833,0.100420697411443,0.883318422182054,0.0162608804065032,0.254914478600259
"296",231,"12000",37.59583,-119.00833,0.107402155642098,0.887661088209469,0.0049367561484326,0.258186301916114
"297",231,"14000",37.59583,-119.00833,0.147574960981906,0.832565083767869,0.0198599552502254,0.252962536741638
"298",231,"16000",37.59583,-119.00833,NA,NA,NA,NA
"299",231,"18000",37.59583,-119.00833,NA,NA,NA,NA
"300",231,"20000",37.59583,-119.00833,NA,NA,NA,NA
"301",232,"0",44.3,-77.91667,0.184257976453479,0.335567931712915,0.480174091833606,0.214136443539802
"302",232,"50",44.3,-77.91667,0.0359321227276119,0.365417440887729,0.598650436384659,0.227720242165298
"303",232,"500",44.3,-77.91667,0.0162825251730243,0.26686391151869,0.716853563308285,0.220125592210666
"304",232,"2000",44.3,-77.91667,0.0233807817708746,0.171719609521467,0.804899608707658,0.211449921778289
"305",232,"4000",44.3,-77.91667,0.0117781878707249,0.253631692404627,0.734590119724648,0.218042362662135
"306",232,"8000",44.3,-77.91667,0.0208743054927525,0.41069844412404,0.568427250383208,0.231083390558637
"307",232,"10000",44.3,-77.91667,0.064174997939692,0.349213993706011,0.586611008354297,0.223036235423082
"308",232,"12000",44.3,-77.91667,0.354520257794261,0.207499183074082,0.437980559131657,0.233158329992898
"309",232,"14000",44.3,-77.91667,NA,NA,NA,NA
"310",232,"16000",44.3,-77.91667,NA,NA,NA,NA
"311",232,"18000",44.3,-77.91667,NA,NA,NA,NA
"312",232,"20000",44.3,-77.91667,NA,NA,NA,NA
"313",233,"0",47.23,-79.78,0.0642201834862385,0.839449541284404,0.0963302752293578,0.393238049455467
"314",233,"50",47.23,-79.78,0.0409005628517824,0.84103299856528,0.118066438582938,0.381158559078099
"315",233,"500",47.23,-79.78,0.0249981907253009,0.727239052872174,0.247762756402526,0.359225225658857
"316",233,"2000",47.23,-79.78,0.0428211907828137,0.751183460063806,0.20599534915338,0.363800713853755
"317",233,"4000",47.23,-79.78,0.0229671363484498,0.878160751793123,0.0988721118584269,0.380222025131475
"318",233,"8000",47.23,-79.78,0.0489005575858357,0.72665918854853,0.224440253865635,0.363872040768722
"319",233,"10000",47.23,-79.78,0.0775676370745646,0.588659814723653,0.333772548201782,0.383512110078962
"320",233,"12000",47.23,-79.78,0.0857004830917874,0.496521739130435,0.417777777777778,0.375636824312171
"321",233,"14000",47.23,-79.78,NA,NA,NA,NA
"322",233,"16000",47.23,-79.78,NA,NA,NA,NA
"323",233,"18000",47.23,-79.78,NA,NA,NA,NA
"324",233,"20000",47.23,-79.78,NA,NA,NA,NA
"325",234,"0",44.45734,-70.05217,0.181305409381819,0.226237486720459,0.592457103897722,0.206370360243282
"326",234,"50",44.45734,-70.05217,0.0626187415211009,0.348351638992319,0.58902961948658,0.205423855571489
"327",234,"500",44.45734,-70.05217,0.00343288570444094,0.412986166200172,0.583580948095387,0.21702580435386
"328",234,"2000",44.45734,-70.05217,NA,NA,NA,NA
"329",234,"4000",44.45734,-70.05217,NA,NA,NA,NA
"330",234,"8000",44.45734,-70.05217,NA,NA,NA,NA
"331",234,"10000",44.45734,-70.05217,NA,NA,NA,NA
"332",234,"12000",44.45734,-70.05217,NA,NA,NA,NA
"333",234,"14000",44.45734,-70.05217,NA,NA,NA,NA
"334",234,"16000",44.45734,-70.05217,NA,NA,NA,NA
"335",234,"18000",44.45734,-70.05217,NA,NA,NA,NA
"336",234,"20000",44.45734,-70.05217,NA,NA,NA,NA
