Amaranthus,ol,Openland
Araceae-type,ol,Openland
Monotropoideae,eg,Evergreen
Secale cereale,ol,Openland
Xyris,ol,Openland
Persicaria,ol,Openland
Pinus rigida,eg,Evergreen
Rutaceae,sg,Summergreen
cf. Parthenocissus,sg,Summergreen
Itea,sg,Summergreen
Cannabis,ol,Openland
Urticalean Rosids,uk,Unknown
Balsaminaceae,ol,Openland
Plantago-type,ol,Openland
Clethra-type,sg,Summergreen
Cassiope tetragona-type,eg,Evergreen
Empetrum nigrum-type,eg,Evergreen
Empetrum cf. E. nigrum,eg,Evergreen
Abronia,ol,Openland
Ligusticum calderi-type,ol,Openland
Menyanthes/Nephrophyllidium,ol,Openland
Cornus unalaschkensis,sg,Summergreen
Polemonium caeruleum,ol,Openland
Valeriana capitata,ol,Openland
Polemonium pulcherrimum-type,ol,Openland
Potentilla/Fragaria,ol,Openland
Carya-type,sg,Summergreen
Selinum,ol,Openland
Juglandaceae,sg,Summergreen
Convolvulaceae,ol,Openland
Cedrus,eg,Evergreen
Corylus/Myrica,sg,Summergreen
Cycadophyta,eg,Evergreen
Liliacidites,uk,Unknown
Oenothera sp.,ol,Openland
Podocarpaceae,eg,Evergreen
Aesculus,sg,Summergreen
Ulmus/Zelkova,sg,Summergreen
Cunninghamia,eg,Evergreen
Ginkgo,sg,Summergreen
Pseudolarix,sg,Summergreen
Sapotaceae,uk,Unknown
Oplopanax,sg,Summergreen
Erodium,ol,Openland
Centaurea-type,ol,Openland
Asteroideae-type,ol,Openland
Taxaceae,eg,Evergreen
Celastraceae,sg,Summergreen
Alismataceae,ol,Openland
Poaceae (<20 Âµm),ol,Openland
Zizania,ol,Openland
Andropogon,ol,Openland
Comarum,ol,Openland
Pinus flexilis-type,eg,Evergreen
Poa,ol,Openland
Agrostis,ol,Openland
Chimaphila,eg,Evergreen
Betula cf. B. occidentalis,sg,Summergreen
Eriogonum heracleoides-type,ol,Openland
Quercus gambelii-type,sg,Summergreen
cf. Ranunculus aquatilis,ol,Openland
Persicaria hydropiperoides-type,ol,Openland
cf. Cercocarpus ledifolius,sg,Summergreen
Eriogonum microtheca-type,ol,Openland
Pinus flexilis,eg,Evergreen
Gilia aggregata,ol,Openland
cf. Allium,ol,Openland
Polygonum douglasii-type,ol,Openland
cf. Brodiaea,uk,Unknown
Abies sp.,eg,Evergreen
Picea sp.,eg,Evergreen
Fritillaria,ol,Openland
Scutellaria galericulata,ol,Openland
Epilobium palustre,ol,Openland
Spermatophyta (tetrad),uk,Unknown
Typhaceae undiff.,uk,Unknown
Ambrosia artemisiifolia,ol,Openland
Betula spp.,sg,Summergreen
Salix spp.,sg,Summergreen
Thuja occidentalis,eg,Evergreen
Triglochin-type,ol,Openland
Artemisia ludoviciana,ol,Openland
Pinus indet.,eg,Evergreen
Salix-type,sg,Summergreen
Valerianaceae undiff.,uk,Unknown
Erigeron,ol,Openland
Antennaria,ol,Openland
Cichorioideae undiff.,uk,Unknown
Gilia-type,ol,Openland
Camassia-type,ol,Openland
Dicotyledoneae,ol,Openland
Sapindaceae undiff.,uk,Unknown
Eucalyptus,eg,Evergreen
Ilex verticillata,eg,Evergreen
Drosera anglica-type,ol,Openland
cf. Prunus,sg,Summergreen
Ostrya/Carpinus-type,sg,Summergreen
Pinus ponderosa,eg,Evergreen
Asteraceae-type,ol,Openland
Acacia,sg,Summergreen
Ambrosia sp.,ol,Openland
Castanea/Lithocarpus,sg,Summergreen
Coniferae (bisaccate) undiff.,uk,Unknown
"Eudicotyledoneae (tricolpate, prolate, psilate)",ol,Openland
"Eudicotyledoneae (tricolpate, spherical, psilate)",ol,Openland
cf. Brassicaceae,ol,Openland
Podocarpaceae/Cathaya-type,eg,Evergreen
cf. Rosaceae,ol,Openland
cf. Corylus,sg,Summergreen
cf. Sequoia,eg,Evergreen
cf. Nuphar,ol,Openland
Cercidiphyllum,sg,Summergreen
cf. Caryophyllaceae,ol,Openland
cf. Onagraceae,ol,Openland
Ericaceae cf. Vaccinium,eg,Evergreen
"Eudicotyledoneae (tricolpate, psilate)",ol,Openland
Aristolochiaceae,ol,Openland
Phrymaceae,ol,Openland
Cabombaceae,ol,Openland
Orobanchaceae,ol,Openland
Fagaceae cf. Castanopsis/Lithocarpus,sg,Summergreen
Fabaceae (polyad),ol,Openland
Keteleeria,eg,Evergreen
Salicaceae,sg,Summergreen
Hydrophyllaceae,ol,Openland
Senecio-type,ol,Openland
Agoseris-type,ol,Openland
Gentianella,ol,Openland
Eustoma,ol,Openland
