Picea indet.,eg,Evergreen
Rhus/Toxicodendron,sg,Summergreen
Asteraceae cf. Cirsium,ol,Openland
Anemone patens,ol,Openland
Actaea-type,ol,Openland
Tsuga canadensis-type,eg,Evergreen
Momipites/Caryapollenites,uk,Unknown
Helianthemum-type,sg,Summergreen
Calylophus,ol,Openland
Zygophyllaceae,ol,Openland
Cassiope tetragona,eg,Evergreen
Salix arctica,sg,Summergreen
Salix reticulata,sg,Summergreen
Pinus jeffreyi-type,eg,Evergreen
Quercus undiff.,uk,Unknown
Quercus vaccinifolia,sg,Summergreen
Trientalis europaea,ol,Openland
Fritillaria camschatcensis,ol,Openland
Urtica dioica,ol,Openland
Aruncus,ol,Openland
Populus cf. P. tremuloides,sg,Summergreen
Typha (tetrad) undiff.,uk,Unknown
Navarretia,ol,Openland
Physalis,ol,Openland
Centaurea jacea-type,ol,Openland
Silene-type,ol,Openland
Apium-type,ol,Openland
Carduoideae undiff.,uk,Unknown
Arbutus,eg,Evergreen
Araliaceae,sg,Summergreen
Picea/Abies,eg,Evergreen
Castanopsis,sg,Summergreen
Ephedra fragilis-type,eg,Evergreen
Salvia,ol,Openland
Sorbus-type,sg,Summergreen
Phragmites,ol,Openland
Brassicaceae-type,ol,Openland
Sagittaria sagittifolia,ol,Openland
Vaccinium uliginosum,eg,Evergreen
Conioselinum,ol,Openland
Malus,sg,Summergreen
cf. Liliaceae,ol,Openland
Ledum-type,eg,Evergreen
Empetrum nigrum,eg,Evergreen
Heracleum lanatum,ol,Openland
Purshia-type,sg,Summergreen
Eucalyptus spike,eg,Evergreen
Betula papyrifera,sg,Summergreen
Spike,uk,Unknown
